Итерация 50: 31,243   10,5041   -7,1593   -7,2267   18,465   42,1286   2,8652   52,1348   19,7598   30,8043   f = 133,7294
Итерация 51: 31,3119   10,3778   -6,967   -7,1447   18,3561   42,3561   2,6602   52,204   19,5871   30,9335   f = 134,1999
Итерация 52: 31,3786   10,2493   -6,7732   -7,0552   18,2431   42,5802   2,4536   52,2679   19,4098   31,0599   f = 134,8218
Итерация 53: 31,4412   10,1399   -6,6161   -6,9788   18,151   42,7849   2,2735   52,3348   19,2617   31,1774   f = 135,0228
Итерация 54: 31,5017   10,0285   -6,4568   -6,8964   18,0552   42,9866   2,0918   52,3969   19,1096   31,2925   f = 135,3644
Итерация 55: 31,5602   9,9152   -6,2957   -6,8081   17,956   43,1853   1,9088   52,4544   18,9537   31,4052   f = 135,8374
Итерация 56: 31,6167   9,8002   -6,1328   -6,7144   17,8536   43,3808   1,7248   52,5071   18,7942   31,5154   f = 136,4409
Итерация 57: 31,6697   9,7059   -6,0067   -6,6388   17,7744   43,5575   1,5686   52,5653   18,6668   31,6174   f = 136,5602
Итерация 58: 31,7209   9,6099   -5,8784   -6,5588   17,6921   43,7316   1,4112   52,6194   18,536   31,7174   f = 136,799
Итерация 59: 31,7701   9,5125   -5,7479   -6,4745   17,6071   43,9028   1,2528   52,6693   18,4022   31,8152   f = 137,1552
Итерация 60: 31,8174   9,4138   -5,6154   -6,3861   17,5193   44,0707   1,0939   52,7149   18,2655   31,9105   f = 137,6274
Итерация 61: 31,8624   9,3369   -5,5206   -6,3202   17,4569   44,2222   0,9633   52,7693   18,1632   31,9996   f = 137,5331
Итерация 62: 31,906   9,236   -5,3845   -6,2246   17,3643   44,3835   0,8037   52,8066   18,0215   32,09   f = 138,2285
Итерация 63: 31,9477   9,1572   -5,2862   -6,1526   17,2977   44,5292   0,6725   52,8537   17,9148   32,1748   f = 138,3312
Итерация 64: 31,9875   9,0542   -5,1465   -6,0502   17,2003   44,6838   0,5125   52,8828   17,7682   32,2602   f = 139,2449
Итерация 65: 32,0266   8,9977   -5,0856   -6,0015   17,1593   44,8119   0,4105   52,9381   17,6965   32,3381   f = 138,7899
Итерация 66: 32,063   8,916   -4,981   -5,9205   17,0863   44,9485   0,2784   52,9741   17,5832   32,4163   f = 139,1929
Итерация 67: 32,0977   8,8332   -4,8746   -5,837   17,0109   45,0827   0,1455   53,0067   17,4674   32,4928   f = 139,6929
Итерация 68: 32,1323   8,7738   -4,8077   -5,7811   16,9642   45,2042   0,0417   53,0531   17,3896   32,5659   f = 139,4925
Итерация 69: 32,1614   8,7169   -4,7321   -5,7177   16,9162   45,3097   -0,0838   53,0875   17,3126   32,6278   f = 139,5983
Итерация 70: 32,187   8,6606   -4,6533   -5,6514   16,8664   45,4061   -0,2113   53,1143   17,235   32,6835   f = 139,8829
Итерация 71: 32,2117   8,6027   -4,5745   -5,5847   16,8149   45,5032   -0,3331   53,1403   17,155   32,7398   f = 140,1946
Итерация 72: 32,2356   8,5426   -4,4949   -5,5167   16,7608   45,6022   -0,4501   53,1657   17,0714   32,7974   f = 140,5418
Итерация 73: 32,259   8,4807   -4,4152   -5,448   16,7049   45,7029   -0,5618   53,1909   16,9854   32,8563   f = 140,8988
Итерация 74: 32,286   8,4424   -4,3783   -5,4111   16,6803   45,8001   -0,6432   53,2384   16,9393   32,9184   f = 140,3573
Итерация 75: 32,3078   8,3774   -4,2986   -5,3412   16,6208   45,9024   -0,7447   53,2621   16,8485   32,9785   f = 140,7703
Итерация 76: 32,3003   8,3155   -4,3065   -5,2927   16,586   45,984   -0,8617   53,3533   16,8342   33,0929   f = 139,5794
Итерация 77: 32,282   8,2815   -4,3437   -5,2617   16,5828   46,0273   -0,9385   53,4535   16,8727   33,1968   f = 137,7346
Итерация 78: 32,2154   8,1556   -4,2727   -5,1198   16,4707   46,0531   -1,0813   53,5091   16,8129   33,3252   f = 138,3087
Итерация 79: 32,1426   8,0229   -4,1997   -4,9825   16,3536   46,081   -1,2097   53,57   16,7516   33,4634   f = 138,8621
Итерация 80: 32,1171   7,9806   -4,2337   -4,9547   16,3439   46,1268   -1,2731   53,6766   16,7879   33,5791   f = 136,982
Итерация 81: 32,0378   7,8413   -4,1562   -4,825   16,2206   46,155   -1,3768   53,739   16,7228   33,7241   f = 137,5908
Итерация 82: 32,0058   7,7912   -4,1849   -4,7969   16,204   46,2024   -1,4324   53,8488   16,7552   33,8485   f = 135,7481
Итерация 83: 31,9175   7,6432   -4,0971   -4,6724   16,0705   46,229   -1,5119   53,9075   16,681   33,998   f = 136,5763
Итерация 84: 31,8241   7,4897   -4,0049   -4,5525   15,9318   46,2558   -1,5766   53,9666   16,6028   34,1522   f = 137,4838
Итерация 85: 31,7873   7,435   -4,0295   -4,5302   15,9104   46,3025   -1,6141   54,0761   16,6319   34,2804   f = 135,7063
Итерация 86: 31,689   7,2773   -3,9287   -4,4155   15,7653   46,3266   -1,6568   54,1286   16,5463   34,4332   f = 136,8304
Итерация 87: 31,6491   7,2192   -3,9479   -4,3946   15,7395   46,3724   -1,6851   54,2352   16,5707   34,5618   f = 135,1679
Итерация 88: 31,5506   7,0626   -3,8459   -4,2878   15,5938   46,3935   -1,7096   54,2822   16,4827   34,7095   f = 136,4028
Итерация 89: 31,5065   7   -3,8615   -4,2679   15,5634   46,4389   -1,7309   54,3884   16,5036   34,8415   f = 134,8146
Итерация 90: 31,4015   6,8376   -3,7443   -4,1609   15,4077   46,4551   -1,7399   54,4223   16,4023   34,984   f = 136,4568
Итерация 91: 31,3575   6,7757   -3,7567   -4,1428   15,3763   46,4981   -1,7541   54,5232   16,4204   35,1113   f = 134,9798
Итерация 92: 31,3079   6,7071   -3,7622   -4,1211   15,3379   46,5412   -1,7664   54,6234   16,4327   35,2433   f = 133,6248
Итерация 93: 31,1875   6,5187   -3,6025   -3,9941   15,1444   46,5428   -1,7548   54,6223   16,2894   35,3753   f = 136,4902
Итерация 94: 31,1434   6,4573   -3,6105   -3,9775   15,1114   46,5829   -1,7618   54,7162   16,3033   35,4966   f = 135,1673
Итерация 95: 31,0942   6,3897   -3,6125   -3,9577   15,0718   46,623   -1,7673   54,8094   16,3119   35,6223   f = 133,959
Итерация 96: 30,9921   6,2339   -3,4863   -3,8591   14,9148   46,6283   -1,75   54,8178   16,1992   35,7401   f = 136,1126
Итерация 97: 30,9461   6,1704   -3,4891   -3,842   14,878   46,6665   -1,7525   54,9064   16,2079   35,859   f = 134,9462
Итерация 98: 30,8962   6,1023   -3,4863   -3,822   14,8359   46,7042   -1,7534   54,9931   16,2117   35,9801   f = 133,8974
Итерация 99: 30,8441   6,0322   -3,478   -3,7996   14,7903   46,74   -1,7527   55,0754   16,2111   36,0993   f = 132,9881
Итерация 100: 30,7381   5,8855   -3,3575   -3,6986   14,6189   46,7503   -1,7062   55,0703   16,0946   36,1807   f = 135,4613
Итерация 101: 30,6684   5,8354   -3,4046   -3,6718   14,535   46,8334   -1,6411   55,1841   16,1247   36,2425   f = 133,9817
Итерация 102: 30,5878   5,7806   -3,4418   -3,6401   14,4362   46,9206   -1,5763   55,2996   16,1527   36,2992   f = 132,6721
Итерация 103: 30,4994   5,723   -3,468   -3,6058   14,3254   47,0101   -1,5152   55,4128   16,1771   36,3479   f = 131,5878
Итерация 104: 30,3999   5,6613   -3,4842   -3,5676   14,1995   47,1034   -1,4564   55,5275   16,2001   36,3904   f = 130,6849
Итерация 105: 30,2965   5,5996   -3,49   -3,5287   14,0672   47,1951   -1,4039   55,6371   16,2206   36,424   f = 129,9989
Итерация 106: 30,1875   5,5366   -3,4867   -3,4886   13,9262   47,2884   -1,3564   55,745   16,2392   36,4509   f = 129,4824
Итерация 107: 30,0776   5,4752   -3,4759   -3,4485   13,7837   47,3782   -1,315   55,8476   16,2568   36,4707   f = 129,1217
Итерация 108: 29,963   5,4128   -3,4589   -3,408   13,6338   47,4697   -1,2776   55,9495   16,2734   36,4852   f = 128,8858
Итерация 109: 29,854   5,3547   -3,437   -3,3694   13,4907   47,5552   -1,2463   56,0434   16,2885   36,4946   f = 128,7491
Итерация 110: 29,7425   5,2965   -3,4111   -3,3306   13,3442   47,6402   -1,2183   56,136   16,3034   36,5001   f = 128,6983
Итерация 111: 29,6326   5,2398   -3,3822   -3,2931   13,1987   47,7237   -1,1938   56,2254   16,3172   36,5024   f = 128,7143
Итерация 112: 29,5245   5,185   -3,3513   -3,2563   13,0558   47,8038   -1,1722   56,3111   16,3309   36,5022   f = 128,7812
Итерация 113: 29,4174   5,1312   -3,3187   -3,2203   12,9136   47,8829   -1,153   56,3947   16,344   36,4998   f = 128,893
Итерация 114: 29,3121   5,0787   -3,2848   -3,185   12,7735   47,9598   -1,1359   56,4758   16,3567   36,4958   f = 129,0375
Итерация 115: 29,2086   5,0277   -3,2501   -3,1505   12,636   48,0345   -1,1204   56,5544   16,3693   36,4906   f = 129,2067
Итерация 116: 29,107   4,9777   -3,2151   -3,1169   12,5002   48,1077   -1,1065   56,6308   16,3813   36,484   f = 129,4031
Итерация 117: 29,0068   4,9287   -3,1793   -3,084   12,3661   48,1798   -1,0937   56,7056   16,3928   36,4767   f = 129,6158
Итерация 118: 28,9098   4,8815   -3,1437   -3,0518   12,2364   48,249   -1,082   56,7776   16,4042   36,4688   f = 129,834
Итерация 119: 28,8138   4,8349   -3,1081   -3,0202   12,1079   48,3167   -1,0712   56,848   16,4154   36,4604   f = 130,0709
Итерация 120: 28,7179   4,7883   -3,0721   -2,9889   11,979   48,3846   -1,061   56,918   16,4262   36,4513   f = 130,3247
Итерация 121: 28,6269   4,7442   -3,0369   -2,9589   11,8563   48,4496   -1,0515   56,9846   16,4363   36,4421   f = 130,5699
Итерация 122: 28,5367   4,7006   -3,0017   -2,9291   11,7349   48,5131   -1,0426   57,05   16,4464   36,4327   f = 130,8242
Итерация 123: 28,4483   4,6579   -2,967   -2,9   11,6158   48,5751   -1,0341   57,1138   16,4562   36,4231   f = 131,0855
Итерация 124: 28,3607   4,6155   -2,9324   -2,8713   11,4974   48,6367   -1,026   57,1767   16,4657   36,4133   f = 131,3553
Итерация 125: 28,2754   4,5743   -2,8984   -2,8431   11,3825   48,6957   -1,0183   57,2376   16,4751   36,4037   f = 131,6225
Итерация 126: 28,1929   4,5343   -2,8648   -2,8157   11,2705   48,754   -1,0108   57,2968   16,4837   36,3939   f = 131,887
Итерация 127: 28,1073   4,493   -2,8307   -2,7876   11,155   48,8128   -1,0035   57,3574   16,4929   36,3838   f = 132,1741
Итерация 128: 28,0275   4,4544   -2,7981   -2,761   11,0469   48,8681   -0,9965   57,4142   16,5015   36,3742   f = 132,4391
Итерация 129: 27,9525   4,4285   -2,8054   -2,7549   10,9641   48,9445   -0,996   57,5183   16,55   36,3918   f = 131,382
Итерация 130: 27,8747   4,3901   -2,7689   -2,7275   10,8571   48,9959   -0,9882   57,5668   16,5528   36,379   f = 131,8075
Итерация 131: 27,7966   4,3516   -2,7326   -2,6999   10,7499   49,0474   -0,9808   57,616   16,5562   36,3665   f = 132,2205
Итерация 132: 27,7213   4,3248   -2,7349   -2,6918   10,6652   49,1207   -0,9795   57,7135   16,5998   36,3808   f = 131,3265
Итерация 133: 27,6471   4,2876   -2,6976   -2,6648   10,5624   49,1673   -0,9719   57,7553   16,5991   36,3666   f = 131,8403
Итерация 134: 27,5735   4,2612   -2,6979   -2,656   10,4793   49,2374   -0,9704   57,8475   16,6395   36,3793   f = 131,035
Итерация 135: 27,5031   4,2257   -2,6596   -2,6287   10,3816   49,2793   -0,9626   57,8835   16,6366   36,3643   f = 131,6003
Итерация 136: 27,4285   4,1982   -2,6571   -2,6189   10,2958   49,3489   -0,9606   57,9725   16,6736   36,3747   f = 130,8988
Итерация 137: 27,3607   4,1636   -2,6182   -2,5917   10,2009   49,3883   -0,9528   58,0045   16,6686   36,359   f = 131,5112
Итерация 138: 27,2896   4,1376   -2,6151   -2,5818   10,1195   49,4541   -0,9508   58,0888   16,7037   36,3689   f = 130,8472
Итерация 139: 27,2232   4,1034   -2,5757   -2,5547   10,0258   49,492   -0,9429   58,1177   16,6967   36,3522   f = 131,5072
Итерация 140: 27,1533   4,0775   -2,5713   -2,5443   9,9456   49,555   -0,9408   58,1977   16,7293   36,3607   f = 130,9203
Итерация 141: 27,0876   4,0433   -2,5313   -2,517   9,8525   49,5914   -0,9329   58,2245   16,7209   36,3435   f = 131,6185
Итерация 142: 27,0216   4,0192   -2,5266   -2,5068   9,7773   49,6504   -0,9307   58,2995   16,7516   36,3516   f = 131,0664
Итерация 143: 26,9524   3,9931   -2,5194   -2,4952   9,6973   49,71   -0,9281   58,374   16,7807   36,3581   f = 130,5907
Итерация 144: 26,8936   3,9622   -2,4809   -2,4693   9,6134   49,7411   -0,9204   58,3944   16,7704   36,341   f = 131,3007
Итерация 145: 26,8281   3,9375   -2,4734   -2,4582   9,5373   49,7986   -0,9178   58,4648   16,7972   36,3468   f = 130,8555
Итерация 146: 26,7627   3,9128   -2,4653   -2,4468   9,4612   49,8551   -0,915   58,5338   16,8231   36,3521   f = 130,441
Итерация 147: 26,7074   3,8832   -2,4272   -2,4215   9,3813   49,8837   -0,9074   58,5502   16,8109   36,3346   f = 131,1801
Итерация 148: 26,643   3,8588   -2,4182   -2,4096   9,3065   49,9378   -0,9045   58,6161   16,8353   36,3392   f = 130,8142
Итерация 149: 26,5788   3,8341   -2,4083   -2,3976   9,2313   49,9919   -0,9015   58,6805   16,8581   36,3429   f = 130,4841
Итерация 150: 26,5155   3,8099   -2,3981   -2,3854   9,1571   50,045   -0,8984   58,7438   16,8805   36,3465   f = 130,1642
Итерация 151: 26,4647   3,7825   -2,3616   -2,3611   9,0842   50,0676   -0,8911   58,7552   16,8677   36,3296   f = 130,9152
Итерация 152: 26,4021   3,7582   -2,3503   -2,3484   9,0103   50,1195   -0,8878   58,8157   16,8881   36,3321   f = 130,6504
Итерация 153: 26,3442   3,7364   -2,3416   -2,3376   8,943   50,1691   -0,885   58,8749   16,9094   36,336   f = 130,3205
Итерация 154: 26,2838   3,7132   -2,331   -2,3254   8,8726   50,218   -0,8819   58,9326   16,9293   36,3386   f = 130,0669
Итерация 155: 26,2382   3,688   -2,2956   -2,3026   8,8051   50,2394   -0,8747   58,9406   16,9147   36,3215   f = 130,8135
Итерация 156: 26,1801   3,6658   -2,2857   -2,2908   8,7378   50,2861   -0,8718   58,9962   16,934   36,3243   f = 130,5635
Итерация 157: 26,1235   3,644   -2,2754   -2,2795   8,671   50,3335   -0,8687   59,0505   16,9518   36,3264   f = 130,3292
Итерация 158: 26,0662   3,6219   -2,2642   -2,2676   8,6038   50,3796   -0,8654   59,1035   16,969   36,3279   f = 130,1313
Итерация 159: 26,0088   3,5996   -2,2524   -2,255   8,537   50,4241   -0,8622   59,1558   16,9863   36,3298   f = 129,9446
Итерация 160: 25,9539   3,5785   -2,2415   -2,2434   8,4725   50,4689   -0,859   59,2071   17,0029   36,3314   f = 129,7437
Итерация 161: 25,9155   3,5569   -2,2095   -2,2229   8,4153   50,4852   -0,8525   59,2106   16,9882   36,3157   f = 130,4475
Итерация 162: 25,8601   3,5354   -2,1976   -2,2106   8,3502   50,529   -0,8491   59,2603   17,0037   36,3166   f = 130,2897
Итерация 163: 25,8074   3,5151   -2,1866   -2,1993   8,2882   50,5717   -0,8459   59,3084   17,0187   36,3178   f = 130,1198
Итерация 164: 25,7561   3,4955   -2,1769   -2,1886   8,2288   50,6129   -0,8431   59,3562   17,0346   36,3199   f = 129,925
Итерация 165: 25,7011   3,4738   -2,1639   -2,1759   8,1638   50,6548   -0,8396   59,403   17,0481   36,3198   f = 129,8295
Итерация 166: 25,6502   3,4544   -2,1535   -2,1648   8,1048   50,6949   -0,8366   59,4492   17,0631   36,3214   f = 129,6616
Итерация 167: 25,5986   3,4344   -2,1422   -2,1535   8,0443   50,7351   -0,8334   59,4942   17,0766   36,3218   f = 129,5418
Итерация 168: 25,5493   3,4154   -2,1309   -2,1426   7,9862   50,7753   -0,83   59,5384   17,0898   36,3223   f = 129,4017
Итерация 169: 25,5153   3,3959   -2,1008   -2,1232   7,9352   50,7877   -0,8239   59,5382   17,0745   36,3073   f = 130,1001
Итерация 170: 25,45   3,3772   -2,1085   -2,1199   7,8711   50,8506   -0,8238   59,624   17,1159   36,3238   f = 129,1745
Итерация 171: 25,4182   3,3585   -2,0792   -2,1018   7,8219   50,8637   -0,8176   59,6228   17,0997   36,3084   f = 129,8676
Итерация 172: 25,3694   3,3397   -2,0682   -2,0905   7,7654   50,9003   -0,8146   59,6642   17,1121   36,309   f = 129,7691
Итерация 173: 25,3215   3,3211   -2,056   -2,0791   7,7086   50,9386   -0,8111   59,7052   17,1233   36,3086   f = 129,6799
Итерация 174: 25,2726   3,3021   -2,0444   -2,0676   7,6519   50,9744   -0,8079   59,7455   17,1351   36,3087   f = 129,6093
Итерация 175: 25,2291   3,2858   -2,0353   -2,0582   7,6016   51,0105   -0,8052   59,7856   17,1476   36,3101   f = 129,4469
Итерация 176: 25,185   3,2693   -2,0264   -2,0488   7,5512   51,0453   -0,8025   59,8251   17,1602   36,3114   f = 129,3051
Итерация 177: 25,135   3,2495   -2,014   -2,0368   7,4928   51,0798   -0,7993   59,8633   17,1702   36,3104   f = 129,305
Итерация 178: 25,0903   3,2323   -2,0019   -2,0257   7,4401   51,1158   -0,7957   59,9016   17,1807   36,3103   f = 129,2133
Итерация 179: 25,0469   3,216   -1,9935   -2,0166   7,3907   51,1486   -0,7932   59,9392   17,1925   36,3113   f = 129,1009
Итерация 180: 25,0047   3,2   -1,9829   -2,0067   7,3413   51,1833   -0,7901   59,9764   17,2032   36,3118   f = 128,9854
Итерация 181: 24,9626   3,1843   -1,974   -1,9974   7,2933   51,216   -0,7873   60,013   17,2145   36,3126   f = 128,872
Итерация 182: 24,9176   3,1666   -1,9611   -1,9861   7,24   51,2499   -0,7838   60,0486   17,2231   36,3115   f = 128,8512
Итерация 183: 24,8924   3,1516   -1,9378   -1,9713   7,2018   51,2569   -0,779   60,0446   17,209   36,299   f = 129,4603
Итерация 184: 24,8513   3,1364   -1,9289   -1,9617   7,1552   51,2886   -0,7763   60,0806   17,2203   36,3001   f = 129,3394
Итерация 185: 24,8105   3,1209   -1,9193   -1,9524   7,1077   51,3216   -0,7734   60,1156   17,23   36,3002   f = 129,2477
Итерация 186: 24,7704   3,0987   -1,8889   -1,9299   7,0562   51,319   -0,7683   60,1089   17,2152   36,2863   f = 130,1329
Итерация 187: 24,7274   3,089   -1,8991   -1,933   7,0109   51,3856   -0,7675   60,1841   17,2484   36,2999   f = 129,1268
Итерация 188: 24,6851   3,0728   -1,8876   -1,9222   6,9619   51,4169   -0,7642   60,2177   17,2572   36,2993   f = 129,0904
Итерация 189: 24,6534   3,0557   -1,8642   -1,904   6,9224   51,4125   -0,7599   60,2115   17,2462   36,2881   f = 129,7942
Итерация 190: 24,6075   3,0361   -1,8502   -1,8923   6,8693   51,4419   -0,7583   60,2435   17,2524   36,2889   f = 129,8666
Итерация 191: 24,5674   3,0285   -1,861   -1,8959   6,8267   51,5078   -0,7561   60,3162   17,285   36,3002   f = 128,8643
Итерация 192: 24,5314   3,0089   -1,8344   -1,8753   6,782   51,5022   -0,7515   60,3086   17,2722   36,2877   f = 129,6755
Итерация 193: 24,4902   2,9995   -1,8416   -1,8772   6,7384   51,5668   -0,7503   60,3803   17,3031   36,3008   f = 128,7188
Итерация 194: 24,4692   2,9872   -1,8215   -1,864   6,7076   51,5698   -0,746   60,375   17,2911   36,2901   f = 129,2593
Итерация 195: 24,4149   2,9715   -1,825   -1,8603   6,6533   51,6234   -0,7453   60,4429   17,3215   36,3019   f = 128,5675
Итерация 196: 24,3755   2,9495   -1,7954   -1,8386   6,602   51,6193   -0,74   60,4327   17,3042   36,2862   f = 129,5285
Итерация 197: 24,3396   2,9431   -1,8068   -1,8429   6,5668   51,6804   -0,7397   60,5034   17,3374   36,3014   f = 128,4778
Итерация 198: 24,3017   2,9289   -1,798   -1,8341   6,5238   51,7082   -0,7371   60,5337   17,3458   36,3014   f = 128,431
Итерация 199: 24,2473   2,8967   -1,7494   -1,801   6,4498   51,7068   -0,7294   60,5193   17,3179   36,2797   f = 129,8031
Итерация 200: 24,2196   2,889   -1,7496   -1,7976   6,4217   51,7326   -0,7277   60,5514   17,3323   36,2835   f = 129,5018
Итерация 201: 24,1781   2,8716   -1,7351   -1,7862   6,3722   51,761   -0,7247   60,5789   17,3359   36,2815   f = 129,6103
Итерация 202: 24,165   2,8733   -1,7493   -1,7915   6,365   51,7858   -0,7247   60,6152   17,3594   36,2911   f = 128,9176
Итерация 203: 24,1291   2,8601   -1,7419   -1,7837   6,3248   51,8119   -0,7224   60,6441   17,3678   36,2915   f = 128,8631
Итерация 204: 24,1057   2,8445   -1,7175   -1,7692   6,2894   51,8155   -0,7193   60,6366   17,351   36,2812   f = 129,5275
Итерация 205: 24,0661   2,8286   -1,7026   -1,7568   6,2421   51,8437   -0,7152   60,6635   17,3551   36,2784   f = 129,6049
Итерация 206: 24,0375   2,827   -1,7215   -1,7654   6,2168   51,9017   -0,7152   60,7325   17,391   36,2939   f = 128,4433
