Итерация 116: 300,2206   128,3343   1121,8012   -2,7444   
Итерация 117: 300,2332   128,2444   1122,0105   -2,6683   
Итерация 118: 300,2343   128,1951   1122,202   -2,6706   
Итерация 119: 300,2322   128,1394   1122,2817   -2,6318   
Итерация 120: 300,2128   127,98   1122,3663   -2,4855   
Итерация 121: 300,271   128,3913   1122,8507   -3,0928   
Итерация 122: 300,2332   128,1182   1122,8495   -2,788   
Итерация 123: 300,199   127,7941   1122,7099   -2,3341   
Итерация 124: 300,2344   128,1272   1122,8728   -2,8051   
Итерация 125: 300,1922   127,7857   1122,7298   -2,3598   
Итерация 126: 300,2617   128,2037   1123,0824   -2,9536   
Итерация 127: 300,2624   128,2039   1123,0825   -2,9496   
Значение целевой функции: 4284,75328513854
