Итерация 568: -0,0329   -0,0489   16,0402   
Итерация 569: -0,0219   -0,0433   16,0425   
Итерация 570: -0,0064   -0,0354   16,0479   
Итерация 571: -0,029   -0,0468   16,0376   
Итерация 572: -0,0175   -0,041   16,0404   
Итерация 573: -0,0339   -0,0493   16,0342   
Итерация 574: -0,0078   -0,0358   16,0373   
Итерация 575: -0,0263   -0,0451   16,0291   
Итерация 576: -0,0169   -0,0403   16,0311   
Итерация 577: -0,0035   -0,0335   16,0359   
Итерация 578: -0,0231   -0,0434   16,0268   
Итерация 579: -0,0133   -0,0384   16,0293   
Итерация 580: -0,0273   -0,0455   16,0239   
Итерация 581: -0,0052   -0,0341   16,0265   
Итерация 582: -0,021   -0,0421   16,0195   
Итерация 583: -0,0131   -0,038   16,0212   
Значение целевой функции: 105,425452213652
