Итерация 201: 11,11463736   8,67677326   -0,0112776   2,3599099   9,68601757   14,04396665   7,12379369   12,76248146   9,01627662   12,55390049   
Итерация 202: 11,11462411   8,67676442   -0,01123077   2,35990321   9,68600148   14,04395119   7,12378549   12,76245881   9,01625895   12,55389008   
Итерация 203: 11,11460917   8,67675446   -0,01117762   2,35989567   9,68598334   14,04393376   7,12377624   12,76243327   9,01623903   12,55387834   
Итерация 204: 11,1145944   8,67674461   -0,01112511   2,35988821   9,6859654   14,04391653   7,1237671   12,76240802   9,01621933   12,55386673   
Итерация 205: 11,1145778   8,67673355   -0,01106652   2,35987983   9,68594524   14,04389716   7,12375682   12,76237964   9,0161972   12,55385369   
Итерация 206: 11,11456513   8,6767251   -0,0110218   2,35987344   9,68592986   14,04388238   7,12374898   12,76235798   9,0161803   12,55384373   
Итерация 207: 11,11454877   8,67671419   -0,0109641   2,35986518   9,68591   14,0438633   7,12373885   12,76233002   9,0161585   12,55383088   
Итерация 208: 11,11453632   8,67670589   -0,01092019   2,3598589   9,68589488   14,04384877   7,12373114   12,76230873   9,01614189   12,5538211   
Итерация 209: 11,11452026   8,67669518   -0,01086354   2,35985079   9,68587537   14,04383003   7,1237212   12,76228127   9,01612047   12,55380848   
Итерация 210: 11,11450803   8,67668703   -0,01082044   2,35984462   9,68586052   14,04381577   7,12371363   12,76226037   9,01610417   12,55379887   
Итерация 211: 11,11449225   8,67667651   -0,01076482   2,35983665   9,68584136   14,04379736   7,12370386   12,76223339   9,01608313   12,55378647   
Итерация 212: 11,1144783   8,67666721   -0,01071599   2,35982961   9,68582441   14,04378107   7,12369522   12,76220953   9,01606452   12,5537755   
Итерация 213: 11,11446451   8,67665801   -0,01066777   2,35982264   9,68580767   14,04376499   7,12368669   12,76218596   9,01604613   12,55376467   
Итерация 214: 11,11445083   8,67664889   -0,01061994   2,35981574   9,68579106   14,04374903   7,12367822   12,76216257   9,0160279   12,55375392   
Итерация 215: 11,11443727   8,67663986   -0,01057255   2,3598089   9,68577459   14,04373321   7,12366983   12,76213939   9,01600982   12,55374327   
Итерация 216: 11,11442384   8,6766309   -0,0105256   2,35980212   9,68575828   14,04371754   7,12366151   12,76211643   9,01599191   12,55373271   
Итерация 217: 11,11441051   8,67662202   -0,01047903   2,35979539   9,6857421   14,04370199   7,12365326   12,76209365   9,01597414   12,55372224   
Итерация 218: 11,11439731   8,67661322   -0,01043291   2,35978873   9,68572607   14,04368659   7,12364509   12,76207108   9,01595654   12,55371187   
Итерация 219: 11,11438422   8,67660449   -0,01038717   2,35978211   9,68571017   14,04367131   7,12363698   12,7620487   9,01593908   12,55370158   
Итерация 220: 11,11437321   8,67659715   -0,01034844   2,35977656   9,6856968   14,04365847   7,12363017   12,76202988   9,0159244   12,55369293   
Итерация 221: 11,11436048   8,67658866   -0,01030333   2,35977013   9,68568135   14,04364362   7,12362229   12,76200812   9,01590743   12,55368293   
Итерация 222: 11,11434789   8,67658027   -0,01025872   2,35976378   9,68566605   14,04362893   7,12361449   12,76198659   9,01589064   12,55367304   
Итерация 223: 11,1143354   8,67657194   -0,01021447   2,35975747   9,68565088   14,04361435   7,12360676   12,76196523   9,01587398   12,55366322   
Итерация 224: 11,11432303   8,67656369   -0,01017068   2,35975123   9,68563587   14,04359992   7,1235991   12,76194409   9,01585749   12,5536535   
Итерация 225: 11,11431075   8,6765555   -0,01012719   2,35974503   9,68562095   14,04358559   7,1235915   12,76192309   9,01584111   12,55364385   
Итерация 226: 11,11429857   8,67654738   -0,01008409   2,35973888   9,68560616   14,04357139   7,12358396   12,76190227   9,01582487   12,55363428   
Итерация 227: 11,11428452   8,67653801   -0,01003475   2,35973179   9,6855891   14,04355499   7,12357526   12,76187825   9,01580614   12,55362324   
Итерация 228: 11,11427435   8,67653123   -0,00999905   2,35972665   9,68557675   14,04354313   7,12356897   12,76186086   9,01579258   12,55361525   
Итерация 229: 11,11426051   8,67652201   -0,00995049   2,35971967   9,68555995   14,04352698   7,1235604   12,76183721   9,01577413   12,55360438   
Итерация 230: 11,11424854   8,67651403   -0,0099088   2,35971362   9,68554541   14,04351302   7,12355299   12,76181674   9,01575816   12,55359497   
Итерация 231: 11,11423669   8,67650613   -0,00986753   2,35970764   9,68553101   14,04349919   7,12354565   12,76179647   9,01574236   12,55358566   
Итерация 232: 11,11422494   8,67649829   -0,00982664   2,35970171   9,68551675   14,04348548   7,12353838   12,76177639   9,01572669   12,55357642   
Итерация 233: 11,11421327   8,67649051   -0,00978602   2,35969582   9,68550257   14,04347186   7,12353115   12,76175644   9,01571113   12,55356725   
Итерация 234: 11,1142017   8,6764828   -0,00974576   2,35968998   9,68548852   14,04345836   7,12352399   12,76173665   9,0156957   12,55355816   
Итерация 235: 11,11419022   8,67647515   -0,00970585   2,35968419   9,68547459   14,04344498   7,12351689   12,76171704   9,0156804   12,55354915   
Итерация 236: 11,11417884   8,67646756   -0,00966625   2,35967844   9,68546076   14,04343169   7,12350984   12,76169758   9,01566522   12,5535402   
Итерация 237: 11,11416755   8,67646003   -0,00962699   2,35967274   9,68544706   14,04341852   7,12350285   12,76167828   9,01565017   12,55353133   
Итерация 238: 11,11415634   8,67645256   -0,00958802   2,35966708   9,68543345   14,04340545   7,12349592   12,76165912   9,01563523   12,55352252   
Итерация 239: 11,11414523   8,67644515   -0,0095494   2,35966147   9,68541996   14,04339249   7,12348904   12,76164013   9,01562041   12,5535138   
Итерация 240: 11,1141342   8,6764378   -0,00951106   2,35965591   9,68540656   14,04337962   7,12348221   12,76162127   9,01560571   12,55350513   
Итерация 241: 11,11412521   8,6764318   -0,00947955   2,35965137   9,68539564   14,04336913   7,12347664   12,7616059   9,01559372   12,55349806   
Итерация 242: 11,11411452   8,67642467   -0,00944179   2,35964597   9,68538266   14,04335665   7,12347002   12,76158761   9,01557945   12,55348966   
Итерация 243: 11,1141039   8,67641759   -0,0094043   2,35964061   9,68536976   14,04334426   7,12346345   12,76156946   9,0155653   12,55348132   
Итерация 244: 11,11409337   8,67641057   -0,00936712   2,35963529   9,68535697   14,04333197   7,12345693   12,76155145   9,01555125   12,55347304   
Итерация 245: 11,11408291   8,6764036   -0,00933023   2,35963001   9,68534428   14,04331978   7,12345046   12,76153358   9,01553731   12,55346483   
Итерация 246: 11,11407255   8,67639669   -0,00929366   2,35962478   9,68533169   14,04330768   7,12344404   12,76151586   9,01552349   12,55345668   
Итерация 247: 11,11406225   8,67638983   -0,00925734   2,35961958   9,68531919   14,04329567   7,12343767   12,76149826   9,01550976   12,55344859   
Итерация 248: 11,11405204   8,67638302   -0,00922134   2,35961443   9,68530679   14,04328376   7,12343135   12,76148081   9,01549615   12,55344057   
Итерация 249: 11,11404189   8,67637626   -0,00918555   2,35960931   9,68529447   14,04327192   7,12342507   12,76146346   9,01548262   12,5534326   
Итерация 250: 11,11402986   8,67636823   -0,00914349   2,35960323   9,68527985   14,04325788   7,12341762   12,76144288   9,01546657   12,55342314   
Итерация 251: 11,11401972   8,67636148   -0,00910835   2,35959812   9,68526755   14,04324606   7,12341134   12,76142556   9,01545306   12,55341518   
Итерация 252: 11,11400966   8,67635477   -0,00907348   2,35959304   9,68525533   14,04323432   7,12340511   12,76140835   9,01543964   12,55340727   
Итерация 253: 11,11399967   8,6763481   -0,00903885   2,35958799   9,68524319   14,04322266   7,12339892   12,76139127   9,01542631   12,55339942   
Итерация 254: 11,11398976   8,6763415   -0,00900452   2,35958299   9,68523116   14,04321109   7,12339279   12,76137432   9,0154131   12,55339163   
Итерация 255: 11,11397992   8,67633493   -0,00897042   2,35957802   9,6852192   14,04319961   7,1233867   12,7613575   9,01539998   12,5533839   
Итерация 256: 11,11397015   8,67632842   -0,00893659   2,35957309   9,68520734   14,04318821   7,12338065   12,7613408   9,01538695   12,55337622   
Итерация 257: 11,11396045   8,67632196   -0,008903   2,35956819   9,68519556   14,0431769   7,12337465   12,76132422   9,01537402   12,5533686   
Итерация 258: 11,11395083   8,67631554   -0,0088697   2,35956334   9,68518389   14,04316568   7,12336869   12,76130778   9,0153612   12,55336104   
Итерация 259: 11,11394127   8,67630917   -0,00883659   2,35955851   9,68517227   14,04315452   7,12336277   12,76129143   9,01534844   12,55335353   
Итерация 260: 11,11393179   8,67630285   -0,00880378   2,35955373   9,68516076   14,04314346   7,1233569   12,76127522   9,0153358   12,55334608   
Итерация 261: 11,11392434   8,67629788   -0,00877777   2,35954997   9,68515172   14,04313477   7,12335229   12,76126249   9,01532587   12,55334023   
Итерация 262: 11,11391317   8,67629043   -0,00873877   2,35954433   9,68513815   14,04312174   7,12334538   12,76124339   9,01531098   12,55333145   
Итерация 263: 11,11390584   8,67628555   -0,0087132   2,35954063   9,68512925   14,04311319   7,12334084   12,76123086   9,01530121   12,55332569   
Итерация 264: 11,11389483   8,67627821   -0,00867477   2,35953507   9,68511588   14,04310034   7,12333402   12,76121203   9,01528652   12,55331704   
Итерация 265: 11,11388762   8,6762734   -0,00864961   2,35953143   9,68510712   14,04309193   7,12332956   12,7611997   9,01527691   12,55331137   
Итерация 266: 11,1138787   8,67626746   -0,00861823   2,35952693   9,6850963   14,04308153   7,12332404   12,76118447   9,01526502   12,55330437   
Итерация 267: 11,11386983   8,67626154   -0,00858699   2,35952245   9,68508552   14,04307117   7,12331855   12,76116929   9,01525318   12,55329739   
Итерация 268: 11,11386102   8,67625567   -0,00855601   2,359518   9,68507483   14,0430609   7,1233131   12,76115424   9,01524144   12,55329047   
Итерация 269: 11,11385228   8,67624984   -0,00852524   2,35951359   9,6850642   14,04305069   7,12330768   12,76113929   9,01522978   12,5532836   
Итерация 270: 11,11384358   8,67624404   -0,00849466   2,3595092   9,68505365   14,04304055   7,1233023   12,76112442   9,01521819   12,55327677   
Итерация 271: 11,11383495   8,67623829   -0,00846431   2,35950484   9,68504317   14,04303048   7,12329696   12,76110967   9,01520668   12,55326999   
Итерация 272: 11,11382639   8,67623258   -0,00843418   2,35950052   9,68503276   14,04302049   7,12329165   12,76109502   9,01519526   12,55326326   
Итерация 273: 11,11381788   8,6762269   -0,00840427   2,35949622   9,68502243   14,04301056   7,12328639   12,76108047   9,01518391   12,55325657   
Итерация 274: 11,11380941   8,67622126   -0,00837452   2,35949195   9,68501215   14,04300069   7,12328115   12,76106601   9,01517263   12,55324992   
Итерация 275: 11,11380103   8,67621567   -0,00834507   2,35948772   9,68500197   14,0429909   7,12327596   12,76105167   9,01516145   12,55324333   
Итерация 276: 11,11379269   8,67621011   -0,00831577   2,35948351   9,68499185   14,04298118   7,1232708   12,76103742   9,01515033   12,55323678   
Итерация 277: 11,11378442   8,6762046   -0,00828671   2,35947933   9,6849818   14,04297153   7,12326567   12,76102328   9,0151393   12,55323028   
Итерация 278: 11,11377423   8,6761978   -0,00825123   2,35947419   9,68496943   14,04295963   7,12325936   12,76100585   9,01512571   12,55322227   
Итерация 279: 11,11376598   8,6761923   -0,00822278   2,35947002   9,68495941   14,04295001   7,12325426   12,76099175   9,01511471   12,55321579   
Итерация 280: 11,11375772   8,6761868   -0,00819431   2,35946586   9,68494938   14,04294038   7,12324915   12,76097764   9,0151037   12,5532093   
Итерация 281: 11,11374954   8,67618134   -0,00816608   2,35946172   9,68493944   14,04293083   7,12324408   12,76096364   9,01509279   12,55320287   
Итерация 282: 11,1137414   8,67617592   -0,00813804   2,35945762   9,68492957   14,04292134   7,12323904   12,76094974   9,01508194   12,55319648   
Итерация 283: 11,1137353   8,67617185   -0,0081168   2,35945454   9,68492215   14,04291422   7,12323527   12,7609393   9,0150738   12,55319169   
Итерация 284: 11,11372539   8,67616524   -0,00808232   2,35944953   9,68491012   14,04290265   7,12322913   12,76092236   9,01506059   12,5531839   
Итерация 285: 11,11371942   8,67616126   -0,00806155   2,35944652   9,68490287   14,04289569   7,12322543   12,76091215   9,01505263   12,55317921   
Итерация 286: 11,11370965   8,67615474   -0,00802756   2,35944159   9,684891   14,04288429   7,12321938   12,76089544   9,0150396   12,55317153   
Итерация 287: 11,11370375   8,67615082   -0,00800707   2,35943861   9,68488385   14,04287741   7,12321574   12,76088537   9,01503174   12,5531669   
Итерация 288: 11,11369411   8,67614439   -0,00797354   2,35943374   9,68487214   14,04286616   7,12320977   12,76086889   9,01501888   12,55315932   
Итерация 289: 11,11368829   8,67614051   -0,00795331   2,35943081   9,68486507   14,04285937   7,12320617   12,76085894   9,01501112   12,55315475   
Итерация 290: 11,11367878   8,67613416   -0,00792023   2,359426   9,68485351   14,04284827   7,12320027   12,76084267   9,01499843   12,55314727   
Итерация 291: 11,11367304   8,67613034   -0,00790028   2,35942311   9,68484655   14,04284157   7,12319672   12,76083286   9,01499078   12,55314276   
Итерация 292: 11,11366364   8,67612407   -0,00786761   2,35941836   9,68483513   14,04283061   7,1231909   12,76081679   9,01497825   12,55313537   
Итерация 293: 11,11365798   8,6761203   -0,00784794   2,3594155   9,68482826   14,042824   7,1231874   12,76080711   9,0149707   12,55313093   
Итерация 294: 11,11365066   8,67611542   -0,00782227   2,35941181   9,68481937   14,04281547   7,12318287   12,7607946   9,01496094   12,55312518   
Итерация 295: 11,11364332   8,67611053   -0,00779652   2,35940811   9,68481046   14,04280691   7,12317833   12,76078206   9,01495116   12,55311941   
Итерация 296: 11,11363604   8,67610567   -0,00777096   2,35940443   9,68480161   14,04279841   7,12317382   12,7607696   9,01494144   12,55311369   
Итерация 297: 11,1136288   8,67610084   -0,00774557   2,35940077   9,68479282   14,04278996   7,12316934   12,76075723   9,01493179   12,553108   
Итерация 298: 11,1136216   8,67609605   -0,00772033   2,35939714   9,68478409   14,04278157   7,12316488   12,76074493   9,0149222   12,55310235   
Итерация 299: 11,11361446   8,67609128   -0,00769526   2,35939353   9,68477541   14,04277323   7,12316046   12,7607327   9,01491267   12,55309673   
Итерация 300: 11,11360735   8,67608654   -0,00767034   2,35938995   9,68476678   14,04276494   7,12315606   12,76072056   9,01490319   12,55309115   
Итерация 301: 11,1136003   8,67608184   -0,00764561   2,35938639   9,68475821   14,04275671   7,12315169   12,7607085   9,01489379   12,5530856   
Итерация 302: 11,11359328   8,67607716   -0,00762101   2,35938284   9,68474969   14,04274852   7,12314735   12,7606965   9,01488443   12,55308009   
Итерация 303: 11,11358631   8,67607251   -0,00759657   2,35937932   9,68474122   14,04274038   7,12314303   12,76068458   9,01487513   12,55307461   
Итерация 304: 11,11357938   8,67606789   -0,00757229   2,35937583   9,68473281   14,0427323   7,12313874   12,76067273   9,01486589   12,55306917   
Итерация 305: 11,11357249   8,6760633   -0,00754817   2,35937235   9,68472445   14,04272427   7,12313448   12,76066096   9,01485671   12,55306375   
Итерация 306: 11,11356565   8,67605874   -0,00752421   2,3593689   9,68471614   14,04271629   7,12313024   12,76064927   9,01484759   12,55305838   
Итерация 307: 11,11355688   8,67605289   -0,00749379   2,35936447   9,68470549   14,04270605   7,12312481   12,76063427   9,01483589   12,55305149   
Итерация 308: 11,11355202   8,67604965   -0,00747695   2,35936202   9,68469959   14,04270038   7,12312181   12,76062597   9,01482942   12,55304767   
Итерация 309: 11,11354328   8,67604383   -0,00744663   2,3593576   9,68468897   14,04269018   7,12311639   12,76061102   9,01481776   12,5530408   
Итерация 310: 11,1135385   8,67604064   -0,00743005   2,35935519   9,68468316   14,0426846   7,12311343   12,76060284   9,01481138   12,55303704   
Итерация 311: 11,11352986   8,67603488   -0,00740012   2,35935083   9,68467268   14,04267453   7,12310809   12,76058808   9,01479987   12,55303026   
Итерация 312: 11,11352514   8,67603173   -0,00738376   2,35934845   9,68466695   14,04266902   7,12310517   12,76058001   9,01479357   12,55302655   
Итерация 313: 11,11351661   8,67602604   -0,00735419   2,35934414   9,68465658   14,04265907   7,12309988   12,76056542   9,0147822   12,55301984   
Итерация 314: 11,11351194   8,67602293   -0,00733801   2,35934178   9,68465092   14,04265362   7,12309699   12,76055744   9,01477597   12,55301618   
Итерация 315: 11,11350352   8,67601732   -0,00730883   2,35933753   9,68464069   14,04264379   7,12309178   12,76054304   9,01476474   12,55300956   
Итерация 316: 11,11349891   8,67601424   -0,00729286   2,3593352   9,68463509   14,04263842   7,12308893   12,76053516   9,01475859   12,55300594   
Итерация 317: 11,11349058   8,67600869   -0,00726401   2,359331   9,68462498   14,0426287   7,12308377   12,76052093   9,01474749   12,55299939   
Итерация 318: 11,11348603   8,67600566   -0,00724824   2,3593287   9,68461945   14,04262339   7,12308095   12,76051314   9,01474142   12,55299581   
Итерация 319: 11,1134778   8,67600017   -0,00721974   2,35932455   9,68460946   14,04261379   7,12307586   12,76049908   9,01473045   12,55298935   
Итерация 320: 11,11347133   8,67599586   -0,00719758   2,35932128   9,6846016   14,04260624   7,12307185   12,76048802   9,01472182   12,55298427   
Итерация 321: 11,11346498   8,67599162   -0,00717582   2,35931808   9,68459389   14,04259883   7,12306792   12,76047716   9,01471335   12,55297928   
Итерация 322: 11,11345866   8,67598741   -0,00715417   2,35931489   9,68458621   14,04259146   7,12306401   12,76046635   9,01470493   12,55297431   
Итерация 323: 11,11345238   8,67598322   -0,00713264   2,35931171   9,68457858   14,04258413   7,12306012   12,76045561   9,01469655   12,55296937   
Итерация 324: 11,11344612   8,67597905   -0,00711123   2,35930856   9,68457099   14,04257683   7,12305625   12,76044492   9,01468821   12,55296446   
Итерация 325: 11,1134399   8,6759749   -0,00708992   2,35930542   9,68456344   14,04256957   7,1230524   12,76043429   9,01467992   12,55295957   
Итерация 326: 11,11343374   8,67597079   -0,0070688   2,3593023   9,68455595   14,04256238   7,12304858   12,76042374   9,01467169   12,55295472   
Итерация 327: 11,11342759   8,6759667   -0,00704777   2,3592992   9,68454849   14,04255521   7,12304478   12,76041324   9,0146635   12,5529499   
Итерация 328: 11,11342149   8,67596263   -0,00702686   2,35929612   9,68454107   14,04254809   7,123041   12,7604028   9,01465536   12,5529451   
Итерация 329: 11,11341543   8,67595858   -0,00700611   2,35929306   9,68453371   14,04254102   7,12303724   12,76039244   9,01464728   12,55294034   
Итерация 330: 11,11340938   8,67595456   -0,00698542   2,35929001   9,68452637   14,04253397   7,1230335   12,76038211   9,01463922   12,55293559   
Итерация 331: 11,11340339   8,67595056   -0,0069649   2,35928698   9,68451909   14,04252697   7,12302979   12,76037186   9,01463123   12,55293088   
Итерация 332: 11,1133994   8,6759479   -0,00695109   2,35928497   9,68451425   14,04252232   7,12302732   12,76036504   9,01462591   12,55292774   
Итерация 333: 11,11339356   8,67594401   -0,00693066   2,35928202   9,68450716   14,0425155   7,12302371   12,76035506   9,01461812   12,55292316   
Итерация 334: 11,11338777   8,67594015   -0,00691043   2,3592791   9,68450013   14,04250875   7,12302013   12,76034516   9,0146104   12,55291861   
Итерация 335: 11,11338203   8,67593632   -0,00689035   2,3592762   9,68449316   14,04250206   7,12301657   12,76033535   9,01460275   12,5529141   
Итерация 336: 11,11337632   8,67593251   -0,00687038   2,35927332   9,68448622   14,04249539   7,12301304   12,76032558   9,01459513   12,55290961   
Итерация 337: 11,11337063   8,67592872   -0,00685049   2,35927045   9,68447932   14,04248875   7,12300951   12,76031586   9,01458755   12,55290514   
Итерация 338: 11,11336498   8,67592495   -0,00683073   2,35926759   9,68447245   14,04248216   7,12300601   12,76030619   9,01458001   12,5529007   
Итерация 339: 11,11335936   8,67592121   -0,00681111   2,35926476   9,68446563   14,04247561   7,12300254   12,76029659   9,01457252   12,55289628   
Итерация 340: 11,11335378   8,67591748   -0,00679159   2,35926194   9,68445885   14,04246909   7,12299908   12,76028704   9,01456507   12,55289189   
Итерация 341: 11,11334822   8,67591378   -0,00677217   2,35925914   9,6844521   14,04246261   7,12299564   12,76027754   9,01455766   12,55288753   
Итерация 342: 11,11334073   8,67590879   -0,00674631   2,35925536   9,68444301   14,04245387   7,122991   12,76026474   9,01454768   12,55288165   
Итерация 343: 11,11333511   8,67590504   -0,00672711   2,35925252   9,68443618   14,04244731   7,12298752   12,76025513   9,01454018   12,55287723   
Итерация 344: 11,11332954   8,67590132   -0,00670808   2,3592497   9,68442941   14,04244081   7,12298407   12,7602456   9,01453275   12,55287285   
Итерация 345: 11,11332399   8,67589763   -0,00668915   2,35924691   9,68442268   14,04243434   7,12298064   12,76023613   9,01452536   12,55286849   
Итерация 346: 11,11331847   8,67589395   -0,0066703   2,35924412   9,68441598   14,0424279   7,12297722   12,76022669   9,014518   12,55286415   
Итерация 347: 11,11331299   8,67589029   -0,00665159   2,35924135   9,68440932   14,04242151   7,12297383   12,76021732   9,01451069   12,55285985   
Итерация 348: 11,11330754   8,67588666   -0,00663297   2,3592386   9,6844027   14,04241514   7,12297046   12,760208   9,01450342   12,55285556   
Итерация 349: 11,11330212   8,67588304   -0,00661446   2,35923586   9,68439612   14,04240882   7,1229671   12,76019873   9,01449619   12,5528513   
Итерация 350: 11,11329672   8,67587944   -0,00659604   2,35923314   9,68438956   14,04240252   7,12296376   12,7601895   9,014489   12,55284706   
Итерация 351: 11,11329135   8,67587586   -0,00657769   2,35923043   9,68438304   14,04239625   7,12296043   12,76018031   9,01448183   12,55284284   
Итерация 352: 11,11328603   8,67587231   -0,00655953   2,35922774   9,68437657   14,04239004   7,12295714   12,76017122   9,01447473   12,55283866   
Итерация 353: 11,11328071   8,67586877   -0,00654138   2,35922506   9,68437012   14,04238384   7,12295385   12,76016213   9,01446764   12,55283448   
Итерация 354: 11,11327544   8,67586525   -0,00652339   2,3592224   9,68436372   14,04237769   7,12295058   12,76015312   9,01446062   12,55283034   
Итерация 355: 11,11327019   8,67586176   -0,00650548   2,35921975   9,68435735   14,04237157   7,12294734   12,76014415   9,01445362   12,55282622   
Итерация 356: 11,11326497   8,67585827   -0,00648766   2,35921711   9,684351   14,04236548   7,1229441   12,76013522   9,01444666   12,55282211   
Итерация 357: 11,11325978   8,67585482   -0,00646997   2,35921449   9,68434471   14,04235943   7,12294089   12,76012635   9,01443974   12,55281804   
Итерация 358: 11,11325461   8,67585137   -0,00645231   2,35921188   9,68433842   14,04235339   7,12293769   12,76011751   9,01443284   12,55281397   
Итерация 359: 11,11325145   8,67584926   -0,0064414   2,35921029   9,68433459   14,0423497   7,12293573   12,76011211   9,01442863   12,55281149   
Итерация 360: 11,11324447   8,67584461   -0,00641732   2,35920676   9,68432611   14,04234156   7,12293141   12,76010018   9,01441932   12,55280601   
Итерация 361: 11,11324136   8,67584253   -0,00640656   2,35920519   9,68432233   14,04233793   7,12292948   12,76009485   9,01441517   12,55280356   
Итерация 362: 11,11323445   8,67583793   -0,00638273   2,3592017   9,68431394   14,04232987   7,12292521   12,76008305   9,01440596   12,55279813   
Итерация 363: 11,11323137   8,67583587   -0,00637209   2,35920015   9,6843102   14,04232627   7,1229233   12,76007777   9,01440185   12,55279571   
Итерация 364: 11,11322649   8,67583262   -0,00635507   2,35919769   9,68430428   14,04232059   7,12292028   12,76006944   9,01439535   12,55279188   
Итерация 365: 11,11322163   8,67582938   -0,00633808   2,35919523   9,68429837   14,04231491   7,12291727   12,76006112   9,01438886   12,55278806   
Итерация 366: 11,1132168   8,67582616   -0,00632121   2,35919279   9,6842925   14,04230927   7,12291428   12,76005286   9,01438242   12,55278426   
Итерация 367: 11,11321198   8,67582295   -0,0063044   2,35919036   9,68428666   14,04230366   7,1229113   12,76004463   9,014376   12,55278048   
Итерация 368: 11,11320718   8,67581975   -0,00628764   2,35918794   9,68428083   14,04229806   7,12290833   12,76003643   9,0143696   12,55277671   
Итерация 369: 11,11320242   8,67581657   -0,00627102   2,35918553   9,68427505   14,0422925   7,12290538   12,76002828   9,01436325   12,55277296   
Итерация 370: 11,11319767   8,67581341   -0,00625445   2,35918314   9,68426928   14,04228696   7,12290244   12,76002017   9,01435692   12,55276923   
Итерация 371: 11,11319295   8,67581026   -0,00623796   2,35918075   9,68426355   14,04228145   7,12289952   12,76001209   9,01435062   12,55276552   
Итерация 372: 11,11318826   8,67580713   -0,0062216   2,35917839   9,68425785   14,04227598   7,12289662   12,76000408   9,01434437   12,55276184   
Итерация 373: 11,11318359   8,67580402   -0,00620532   2,35917603   9,68425218   14,04227053   7,12289373   12,7599961   9,01433815   12,55275817   
Итерация 374: 11,11317895   8,67580092   -0,00618911   2,35917368   9,68424654   14,04226511   7,12289085   12,75998815   9,01433195   12,55275452   
Итерация 375: 11,11317433   8,67579784   -0,00617299   2,35917135   9,68424093   14,04225972   7,12288799   12,75998025   9,01432579   12,55275089   
Итерация 376: 11,11316972   8,67579477   -0,00615693   2,35916903   9,68423534   14,04225435   7,12288514   12,75997238   9,01431965   12,55274727   
Итерация 377: 11,11316515   8,67579172   -0,00614098   2,35916672   9,68422979   14,04224902   7,12288231   12,75996456   9,01431355   12,55274368   
Итерация 378: 11,11316059   8,67578868   -0,00612509   2,35916442   9,68422425   14,0422437   7,12287949   12,75995677   9,01430748   12,5527401   
Итерация 379: 11,11315607   8,67578567   -0,00610931   2,35916213   9,68421876   14,04223842   7,12287669   12,75994904   9,01430144   12,55273654   
Итерация 380: 11,11315157   8,67578267   -0,00609363   2,35915986   9,68421329   14,04223317   7,1228739   12,75994134   9,01429544   12,552733   
Итерация 381: 11,11314511   8,67577836   -0,00607139   2,3591566   9,68420545   14,04222564   7,1228699   12,7599303   9,01428683   12,55272793   
Итерация 382: 11,11314062   8,67577537   -0,00605613   2,35915434   9,6842   14,0422204   7,12286713   12,75992263   9,01428085   12,55272441   
Итерация 383: 11,11313607   8,67577233   -0,00604064   2,35915204   9,68419447   14,04221509   7,12286431   12,75991485   9,01427478   12,55272083   
Итерация 384: 11,11313156   8,67576933   -0,00602528   2,35914976   9,68418899   14,04220982   7,12286151   12,75990713   9,01426876   12,55271728   
Итерация 385: 11,11312706   8,67576633   -0,00600998   2,35914749   9,68418353   14,04220458   7,12285873   12,75989945   9,01426276   12,55271375   
Итерация 386: 11,11312456   8,67576466   -0,00600137   2,35914623   9,68418049   14,04220166   7,12285718   12,75989517   9,01425943   12,55271178   
Итерация 387: 11,11311818   8,67576041   -0,0059794   2,35914301   9,68417275   14,04219422   7,12285323   12,75988426   9,01425092   12,55270677   
Итерация 388: 11,11311576   8,6757588   -0,00597108   2,35914179   9,68416981   14,04219139   7,12285173   12,75988013   9,0142477   12,55270487   
Итерация 389: 11,11310946   8,67575459   -0,00594938   2,3591386   9,68416215   14,04218404   7,12284783   12,75986935   9,01423929   12,55269992   
Итерация 390: 11,11310706   8,67575299   -0,00594113   2,35913739   9,68415924   14,04218124   7,12284635   12,75986525   9,01423609   12,55269803   
Итерация 391: 11,11310082   8,67574883   -0,00591965   2,35913424   9,68415166   14,04217396   7,12284248   12,75985458   9,01422777   12,55269313   
Итерация 392: 11,11309845   8,67574725   -0,00591149   2,35913305   9,68414879   14,04217119   7,12284102   12,75985053   9,01422461   12,55269127   
Итерация 393: 11,11309226   8,67574313   -0,00589021   2,35912993   9,68414128   14,04216398   7,12283719   12,75983996   9,01421637   12,55268641   
Итерация 394: 11,11308992   8,67574157   -0,00588214   2,35912874   9,68413843   14,04216124   7,12283574   12,75983595   9,01421324   12,55268456   
Итерация 395: 11,1130838   8,67573749   -0,0058611   2,35912565   9,684131   14,04215411   7,12283195   12,75982549   9,01420508   12,55267976   
Итерация 396: 11,11308148   8,67573594   -0,00585308   2,35912448   9,68412818   14,04215139   7,12283051   12,75982151   9,01420198   12,55267793   
Итерация 397: 11,11307541   8,67573189   -0,00583221   2,35912142   9,68412081   14,04214431   7,12282675   12,75981114   9,01419389   12,55267316   
Итерация 398: 11,1130731   8,67573036   -0,00582429   2,35912025   9,68411801   14,04214163   7,12282533   12,7598072   9,01419082   12,55267135   
Итерация 399: 11,11306711   8,67572636   -0,00580367   2,35911723   9,68411073   14,04213463   7,12282162   12,75979695   9,01418282   12,55266664   
Итерация 400: 11,11306483   8,67572484   -0,00579582   2,35911608   9,68410796   14,04213197   7,1228202   12,75979305   9,01417978   12,55266485   
