Итерация 67: 11,11998454   8,68033817   -0,03116351   2,3626091   9,6925108   14,05020516   7,12710389   12,77162287   9,02340646   12,55810202   
Итерация 68: 11,11988149   8,68026947   -0,03075894   2,36255708   9,69238566   14,05008493   7,12704009   12,77144669   9,02326904   12,55802104   
Итерация 69: 11,11978086   8,68020238   -0,03036478   2,36250629   9,69226347   14,04996753   7,1269778   12,77127467   9,02313488   12,55794198   
Итерация 70: 11,11968061   8,68013555   -0,02997403   2,36245568   9,69214174   14,04985057   7,12691574   12,77110329   9,02300121   12,55786321   
Итерация 71: 11,11958409   8,6800712   -0,02959965   2,36240697   9,69202454   14,04973797   7,12685599   12,77093829   9,02287252   12,55778737   
Итерация 72: 11,11948975   8,68000831   -0,02923442   2,36235934   9,69190998   14,0496279   7,12679759   12,77077701   9,02274672   12,55771324   
Итерация 73: 11,11939948   8,67994813   -0,02888461   2,36231378   9,69180036   14,04952259   7,12674171   12,77062269   9,02262636   12,55764232   
Итерация 74: 11,11930982   8,67988835   -0,02853677   2,36226852   9,69169148   14,04941797   7,1266862   12,7704694   9,0225068   12,55757186   
Итерация 75: 11,11922211   8,67982987   -0,02819717   2,36222424   9,69158497   14,04931564   7,1266319   12,77031945   9,02238985   12,55750295   
Итерация 76: 11,11913629   8,67977266   -0,02786553   2,36218092   9,69148076   14,04921553   7,12657878   12,77017275   9,02227543   12,55743552   
Итерация 77: 11,11905036   8,67971538   -0,02753506   2,36213755   9,69137642   14,04911528   7,12652559   12,77002585   9,02216086   12,557368   
Итерация 78: 11,11896775   8,6796603   -0,02721882   2,36209585   9,6912761   14,04901889   7,12647444   12,76988462   9,02205071   12,55730309   
Итерация 79: 11,11888685   8,67960637   -0,02690965   2,36205501   9,69117787   14,04892451   7,12642437   12,76974632   9,02194284   12,55723953   
Итерация 80: 11,11880766   8,67955357   -0,02660746   2,36201504   9,6910817   14,04883211   7,12637534   12,76961093   9,02183724   12,5571773   
Итерация 81: 11,11873202   8,67950314   -0,02631843   2,36197686   9,69098985   14,04874387   7,12632852   12,76948162   9,02173639   12,55711787   
Итерация 82: 11,1186565   8,67945279   -0,02602937   2,36193873   9,69089814   14,04865576   7,12628176   12,76935251   9,02163569   12,55705853   
Итерация 83: 11,11858249   8,67940345   -0,02574655   2,36190138   9,69080828   14,04856942   7,12623595   12,76922599   9,02153701   12,55700038   
Итерация 84: 11,11850995   8,67935509   -0,02546977   2,36186476   9,6907202   14,04848479   7,12619105   12,76910199   9,0214403   12,55694338   
Итерация 85: 11,1184369   8,67930639   -0,02519234   2,36182789   9,69063149   14,04839956   7,12614582   12,7689771   9,02134289   12,55688598   
Итерация 86: 11,11836679   8,67925965   -0,02492734   2,3617925   9,69054635   14,04831777   7,12610242   12,76885725   9,02124941   12,5568309   
Итерация 87: 11,11829805   8,67921382   -0,02466785   2,3617578   9,69046288   14,04823757   7,12605987   12,76873973   9,02115775   12,55677689   
Итерация 88: 11,11823259   8,67917018   -0,02442024   2,36172476   9,69038339   14,0481612   7,12601934   12,76862782   9,02107047   12,55672545   
Итерация 89: 11,11816493   8,67912507   -0,02416461   2,3616906   9,69030122   14,04808225   7,12597745   12,76851214   9,02098024   12,55667228   
Итерация 90: 11,11810196   8,67908309   -0,02392705   2,36165881   9,69022475   14,04800878   7,12593847   12,76840449   9,02089628   12,5566228   
Итерация 91: 11,11803871   8,67904092   -0,02368792   2,36162688   9,69014795   14,04793499   7,12589932   12,76829636   9,02081195   12,55657311   
Итерация 92: 11,1179766   8,67899952   -0,02345342   2,36159554   9,69007254   14,04786254   7,12586087   12,76819019   9,02072914   12,55652431   
Итерация 93: 11,11791566   8,67895889   -0,0232236   2,36156477   9,68999853   14,04779144   7,12582315   12,76808601   9,02064788   12,55647643   
Итерация 94: 11,11785385   8,67891768   -0,02299159   2,36153357   9,68992347   14,04771932   7,12578488   12,76798033   9,02056546   12,55642785   
Итерация 95: 11,11779473   8,67887826   -0,02277074   2,36150373   9,68985168   14,04765035   7,12574828   12,76787926   9,02048663   12,5563814   
Итерация 96: 11,11773665   8,67883954   -0,02255399   2,36147441   9,68978115   14,04758258   7,12571233   12,76777997   9,02040919   12,55633576   
Итерация 97: 11,11768156   8,67880281   -0,02234788   2,3614466   9,68971425   14,04751831   7,12567822   12,76768579   9,02033573   12,55629248   
Итерация 98: 11,11762393   8,67876439   -0,02213254   2,36141751   9,68964428   14,04745108   7,12564255   12,76758727   9,0202589   12,5562472   
Итерация 99: 11,11757078   8,67872896   -0,02193411   2,36139068   9,68957973   14,04738906   7,12560964   12,7674964   9,02018802   12,55620543   
Итерация 100: 11,11751706   8,67869314   -0,02173305   2,36136356   9,6895145   14,04732639   7,12557639   12,76740456   9,02011639   12,55616322   
Итерация 101: 11,11746423   8,67865792   -0,02153551   2,36133689   9,68945034   14,04726475   7,12554368   12,76731424   9,02004595   12,55612171   
Итерация 102: 11,1174123   8,6786233   -0,02134156   2,36131068   9,68938729   14,04720417   7,12551154   12,76722547   9,01997671   12,55608091   
Итерация 103: 11,11736124   8,67858926   -0,02115104   2,36128491   9,68932528   14,0471446   7,12547993   12,76713818   9,01990863   12,55604079   
Итерация 104: 11,11730909   8,67855449   -0,0209574   2,36125858   9,68926196   14,04708375   7,12544764   12,76704902   9,01983909   12,55599981   
Итерация 105: 11,1172594   8,67852136   -0,02077376   2,3612335   9,68920161   14,04702578   7,12541688   12,76696407   9,01977283   12,55596077   
Итерация 106: 11,1172105   8,67848876   -0,0205932   2,36120881   9,68914223   14,04696873   7,12538661   12,76688047   9,01970763   12,55592234   
Итерация 107: 11,11716435   8,678458   -0,0204223   2,36118552   9,6890862   14,04691489   7,12535805   12,76680159   9,0196461   12,55588609   
Итерация 108: 11,11711541   8,67842537   -0,02024121   2,36116082   9,68902677   14,04685779   7,12532775   12,76671792   9,01958085   12,55584763   
Итерация 109: 11,11707078   8,67839561   -0,02007621   2,36113829   9,68897257   14,04680572   7,12530012   12,76664161   9,01952133   12,55581256   
Итерация 110: 11,11702533   8,67836531   -0,01990767   2,36111534   9,68891738   14,04675269   7,12527198   12,76656392   9,01946073   12,55577685   
Итерация 111: 11,11698056   8,67833547   -0,01974179   2,36109274   9,68886302   14,04670046   7,12524427   12,76648738   9,01940104   12,55574167   
Итерация 112: 11,1169365   8,67830609   -0,01957867   2,3610705   9,68880951   14,04664906   7,12521699   12,76641206   9,01934229   12,55570705   
Итерация 113: 11,11689312   8,67827717   -0,01941822   2,3610486   9,68875683   14,04659845   7,12519014   12,76633789   9,01928444   12,55567297   
Итерация 114: 11,11684843   8,67824738   -0,01925376   2,36102605   9,68870257   14,04654631   7,12516247   12,7662615   9,01922486   12,55563786   
Итерация 115: 11,1168061   8,67821916   -0,01909874   2,36100468   9,68865117   14,04649692   7,12513627   12,76618913   9,01916842   12,55560459   
Итерация 116: 11,11676437   8,67819133   -0,01894599   2,36098361   9,68860048   14,04644823   7,12511043   12,76611778   9,01911276   12,5555718   
Итерация 117: 11,11672524   8,67816524   -0,01880228   2,36096386   9,68855297   14,04640258   7,12508621   12,76605088   9,01906059   12,55554105   
Итерация 118: 11,11668309   8,67813714   -0,01864762   2,36094258   9,68850179   14,0463534   7,12506012   12,76597883   9,01900439   12,55550794   
Итерация 119: 11,11664516   8,67811185   -0,01850854   2,36092344   9,68845573   14,04630915   7,12503664   12,76591398   9,01895381   12,55547813   
Итерация 120: 11,11660622   8,67808589   -0,01836524   2,36090378   9,68840844   14,04626372   7,12501253   12,76584741   9,01890189   12,55544753   
Итерация 121: 11,11656781   8,67806029   -0,01822398   2,36088439   9,6883618   14,04621891   7,12498875   12,76578175   9,01885068   12,55541735   
Итерация 122: 11,11652996   8,67803505   -0,01808488   2,36086528   9,68831583   14,04617475   7,12496532   12,76571704   9,01880021   12,55538761   
Итерация 123: 11,11649265   8,67801017   -0,01794787   2,36084645   9,68827052   14,04613122   7,12494222   12,76565325   9,01875046   12,55535829   
Итерация 124: 11,11645589   8,67798567   -0,01781299   2,36082789   9,68822589   14,04608833   7,12491947   12,76559041   9,01870144   12,55532941   
Итерация 125: 11,11641963   8,6779615   -0,01768005   2,36080959   9,68818186   14,04604603   7,12489702   12,76552843   9,0186531   12,55530092   
Итерация 126: 11,11638193   8,67793636   -0,01754253   2,36079056   9,68813608   14,04600204   7,12487368   12,76546397   9,01860283   12,5552713   
Итерация 127: 11,11634644   8,6779127   -0,01741375   2,36077265   9,68809299   14,04596064   7,12485171   12,76540331   9,01855551   12,55524342   
Итерация 128: 11,11631142   8,67788935   -0,01728672   2,36075497   9,68805046   14,04591978   7,12483003   12,76534343   9,01850881   12,5552159   
Итерация 129: 11,11627884   8,67786763   -0,01716806   2,36073852   9,68801089   14,04588177   7,12480986   12,76528773   9,01846537   12,55519029   
Итерация 130: 11,11624308   8,67784379   -0,01703794   2,36072047   9,68796747   14,04584005   7,12478773   12,76522661   9,01841769   12,5551622   
Итерация 131: 11,11621143   8,67782269   -0,01692283   2,36070449   9,68792904   14,04580313   7,12476813   12,76517249   9,01837549   12,55513733   
Итерация 132: 11,11617861   8,67780081   -0,01680299   2,36068793   9,68788918   14,04576484   7,12474782   12,76511639   9,01833173   12,55511154   
Итерация 133: 11,11614621   8,6777792   -0,01668469   2,36067157   9,68784983   14,04572702   7,12472776   12,76506098   9,01828852   12,55508608   
Итерация 134: 11,11611422   8,67775788   -0,01656802   2,36065542   9,68781099   14,04568971   7,12470796   12,7650063   9,01824587   12,55506095   
Итерация 135: 11,11608266   8,67773684   -0,01645298   2,36063949   9,68777267   14,04565289   7,12468842   12,76495235   9,01820379   12,55503615   
Итерация 136: 11,11605152   8,67771608   -0,01633952   2,36062377   9,68773485   14,04561656   7,12466914   12,76489911   9,01816227   12,55501168   
Итерация 137: 11,11602079   8,67769559   -0,01622762   2,36060826   9,68769753   14,0455807   7,12465012   12,76484657   9,01812129   12,55498753   
Итерация 138: 11,11599046   8,67767537   -0,01611723   2,36059295   9,6876607   14,04554531   7,12463134   12,76479471   9,01808084   12,5549637   
Итерация 139: 11,11595855   8,67765409   -0,01600177   2,36057684   9,68762195   14,04550809   7,12461159   12,76474017   9,01803829   12,55493863   
Итерация 140: 11,11592878   8,67763425   -0,01589461   2,36056181   9,6875858   14,04547335   7,12459316   12,76468927   9,0179986   12,55491524   
Итерация 141: 11,11590132   8,67761594   -0,01579529   2,36054795   9,68755245   14,04544131   7,12457615   12,76464232   9,01796198   12,55489365   
Итерация 142: 11,11587052   8,6775954   -0,01568399   2,3605324   9,68751505   14,04540538   7,12455709   12,76458967   9,01792091   12,55486945   
Итерация 143: 11,11584379   8,67757759   -0,01558747   2,36051891   9,6874826   14,0453742   7,12454055   12,76454398   9,01788528   12,55484846   
Итерация 144: 11,11581377   8,67755757   -0,01547907   2,36050375   9,68744614   14,04533917   7,12452196   12,76449265   9,01784524   12,55482486   
Итерация 145: 11,11578771   8,67754019   -0,01538504   2,3604906   9,68741449   14,04530876   7,12450582   12,76444809   9,01781049   12,55480439   
Итерация 146: 11,11576038   8,67752198   -0,01528599   2,36047681   9,68738131   14,04527689   7,12448891   12,76440138   9,01777406   12,55478292   
Итерация 147: 11,11573334   8,67750395   -0,01518801   2,36046316   9,68734848   14,04524534   7,12447217   12,76435516   9,01773801   12,55476167   
Итерация 148: 11,11570664   8,67748614   -0,01509128   2,36044967   9,68731604   14,04521418   7,12445564   12,7643095   9,0177024   12,55474069   
Итерация 149: 11,11568026   8,67746856   -0,01499579   2,36043636   9,68728401   14,04518341   7,12443931   12,76426441   9,01766723   12,55471996   
Итерация 150: 11,11565419   8,67745118   -0,01490146   2,3604232   9,68725235   14,04515299   7,12442317   12,76421983   9,01763246   12,55469947   
Итерация 151: 11,11562843   8,67743401   -0,01480831   2,3604102   9,68722108   14,04512294   7,12440722   12,7641758   9,01759812   12,55467923   
Итерация 152: 11,11560299   8,67741704   -0,01471636   2,36039735   9,68719018   14,04509326   7,12439147   12,76413231   9,01756419   12,55465924   
Итерация 153: 11,11557785   8,67740028   -0,01462554   2,36038466   9,68715966   14,04506393   7,12437591   12,76408933   9,01753068   12,55463949   
Итерация 154: 11,11555105   8,67738242   -0,01452929   2,36037114   9,68712711   14,04503266   7,12435932   12,76404352   9,01749494   12,55461843   
Итерация 155: 11,11552829   8,67736724   -0,01444754   2,36035964   9,68709947   14,0450061   7,12434523   12,76400459   9,01746458   12,55460055   
Итерация 156: 11,11550202   8,67734973   -0,01435326   2,36034639   9,68706757   14,04497546   7,12432897   12,76395969   9,01742956   12,55457991   
Итерация 157: 11,11547977   8,67733489   -0,01427343   2,36033515   9,68704055   14,0449495   7,12431519   12,76392165   9,01739989   12,55456242   
Итерация 158: 11,11545412   8,67731779   -0,01418143   2,3603222   9,6870094   14,04491957   7,12429931   12,76387779   9,01736569   12,55454227   
Итерация 159: 11,11543239   8,6773033   -0,01410353   2,36031123   9,68698301   14,04489421   7,12428586   12,76384064   9,01733671   12,55452519   
Итерация 160: 11,11540732   8,67728659   -0,01401371   2,36029858   9,68695257   14,04486497   7,12427034   12,76379779   9,01730329   12,55450549   
Итерация 161: 11,11538607   8,67727242   -0,01393761   2,36028785   9,68692677   14,04484018   7,12425719   12,76376146   9,01727495   12,5544888   
Итерация 162: 11,11536349   8,67725737   -0,01385632   2,36027646   9,68689935   14,04481384   7,12424321   12,76372286   9,01724485   12,55447106   
Итерация 163: 11,11534112   8,67724246   -0,01377579   2,36026516   9,68687218   14,04478773   7,12422936   12,76368462   9,01721502   12,55445348   
Итерация 164: 11,11531899   8,6772277   -0,01369617   2,36025399   9,68684531   14,04476191   7,12421566   12,76364678   9,01718551   12,55443609   
Итерация 165: 11,1152971   8,67721311   -0,01361745   2,36024294   9,68681873   14,04473638   7,12420211   12,76360936   9,01715632   12,55441889   
Итерация 166: 11,11527546   8,67719868   -0,01353964   2,36023202   9,68679245   14,04471113   7,12418871   12,76357236   9,01712746   12,55440188   
Итерация 167: 11,11525406   8,67718441   -0,01346274   2,36022121   9,68676646   14,04468616   7,12417547   12,76353577   9,01709893   12,55438507   
Итерация 168: 11,11523288   8,67717029   -0,01338666   2,36021052   9,68674074   14,04466145   7,12416235   12,76349957   9,01707069   12,55436843   
Итерация 169: 11,11520996   8,67715501   -0,01330486   2,36019895   9,68671291   14,04463471   7,12414817   12,76346039   9,01704013   12,55435042   
Итерация 170: 11,11519105   8,6771424   -0,01323736   2,3601894   9,68668994   14,04461264   7,12413646   12,76342805   9,01701491   12,55433556   
Итерация 171: 11,11516855   8,6771274   -0,0131571   2,36017805   9,68666262   14,0445864   7,12412253   12,76338959   9,01698491   12,55431788   
Итерация 172: 11,11515005   8,67711507   -0,01309111   2,36016871   9,68664015   14,04456481   7,12411108   12,76335795   9,01696024   12,55430334   
Итерация 173: 11,11512803   8,67710039   -0,01301261   2,36015759   9,68661341   14,04453912   7,12409745   12,76332031   9,01693088   12,55428604   
Итерация 174: 11,11510991   8,6770883   -0,01294803   2,36014844   9,68659141   14,04451798   7,12408623   12,76328933   9,01690672   12,5542718   
Итерация 175: 11,11508836   8,67707394   -0,01287126   2,36013757   9,68656524   14,04449283   7,12407289   12,76325249   9,01687798   12,55425487   
Итерация 176: 11,11507061   8,6770621   -0,01280805   2,36012861   9,68654369   14,04447213   7,1240619   12,76322215   9,01685431   12,55424092   
Итерация 177: 11,11504949   8,67704802   -0,01273286   2,36011795   9,68651804   14,04444749   7,12404882   12,76318604   9,01682615   12,55422433   
Итерация 178: 11,11503017   8,67703514   -0,01266452   2,36010819   9,68649458   14,04442494   7,12403686   12,76315301   9,01680039   12,55420914   
Итерация 179: 11,11501113   8,67702245   -0,01259724   2,36009858   9,68647146   14,04440274   7,12402508   12,76312047   9,01677501   12,55419419   
Итерация 180: 11,11499228   8,67700988   -0,01253061   2,36008907   9,68644857   14,04438074   7,12401341   12,76308824   9,01674987   12,55417937   
Итерация 181: 11,11497362   8,67699744   -0,0124647   2,36007965   9,68642591   14,04435897   7,12400186   12,76305634   9,01672499   12,55416471   
Итерация 182: 11,11495515   8,67698513   -0,01239946   2,36007032   9,68640348   14,04433742   7,12399043   12,76302476   9,01670037   12,5541502   
Итерация 183: 11,11493688   8,67697294   -0,01233492   2,3600611   9,68638129   14,0443161   7,12397911   12,76299352   9,016676   12,55413584   
Итерация 184: 11,11491877   8,67696087   -0,01227102   2,36005196   9,68635931   14,04429498   7,1239679   12,76296257   9,01665186   12,55412161   
Итерация 185: 11,11490283   8,67695024   -0,01221439   2,36004391   9,68633994   14,04427638   7,12395803   12,76293531   9,01663059   12,55410908   
Итерация 186: 11,11488325   8,67693719   -0,01214491   2,36003403   9,68631617   14,04425354   7,12394592   12,76290184   9,01660449   12,5540937   
Итерация 187: 11,1148677   8,67692682   -0,01208971   2,36002618   9,68629728   14,04423539   7,12393628   12,76287525   9,01658375   12,55408148   
Итерация 188: 11,11484851   8,67691403   -0,01202166   2,36001649   9,68627398   14,044213   7,12392441   12,76284245   9,01655817   12,5540664   
Итерация 189: 11,11483327   8,67690387   -0,01196762   2,3600088   9,68625547   14,04419522   7,12391497   12,76281639   9,01653784   12,55405443   
Итерация 190: 11,11481444   8,67689132   -0,01190089   2,35999929   9,68623262   14,04417326   7,12390332   12,76278421   9,01651275   12,55403964   
Итерация 191: 11,1147995   8,67688135   -0,01184792   2,35999175   9,68621446   14,04415582   7,12389407   12,76275866   9,01649281   12,55402789   
Итерация 192: 11,11478104   8,67686905   -0,01178252   2,35998243   9,68619205   14,04413428   7,12388264   12,7627271   9,0164682   12,55401339   
Итерация 193: 11,11476441   8,67685796   -0,011724   2,35997403   9,68617185   14,04411488   7,12387234   12,76269866   9,01644602   12,55400032   
Итерация 194: 11,114748   8,67684702   -0,01166631   2,35996575   9,68615193   14,04409574   7,12386219   12,76267062   9,01642415   12,55398743   
Итерация 195: 11,11473174   8,67683618   -0,01160915   2,35995755   9,68613218   14,04407677   7,12385212   12,76264282   9,01640247   12,55397465   
Итерация 196: 11,11471563   8,67682544   -0,01155251   2,35994941   9,68611262   14,04405797   7,12384215   12,76261528   9,01638098   12,55396199   
Итерация 197: 11,11469968   8,67681481   -0,01149647   2,35994136   9,68609325   14,04403936   7,12383227   12,76258801   9,01635972   12,55394946   
Итерация 198: 11,11468389   8,67680427   -0,01144098   2,35993339   9,68607407   14,04402094   7,1238225   12,76256101   9,01633866   12,55393705   
Итерация 199: 11,11466823   8,67679384   -0,011386   2,35992549   9,68605506   14,04400267   7,1238128   12,76253424   9,01631778   12,55392475   
Итерация 200: 11,11465272   8,6767835   -0,01133154   2,35991766   9,68603623   14,04398458   7,1238032   12,76250773   9,01629711   12,55391256   
